cms_provider_number,fiscal_year,manual_review_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_review_note,acceptance_source,acceptance_action,accepted_at,provider_name,state_abbr,city,zip5,street_address,closeout_action,census_candidate_status,census_match_type,census_matched_address,census_candidate_score,census_attempt_label,acceptance_status,acceptance_issue,production_model_rank_or_dashboard_change
393304,2024,assign_county,42003,"Allegheny County, Pennsylvania",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Allegheny County, Pennsylvania (42003) for provider 393304 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,THE CHILDRENS HOME OF PITTSBURGH,PA,PITTSBURGH,15232,5618 KENTUCKY AVENUE,spot_check_same_city_candidate_before_assignment,same_city_census_confirms_candidate,Exact,"5618 KENTUCKY AVE, PITTSBURGH, PA, 15232",0.97,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status,False
424013,2024,assign_county,45075,"Orangeburg County, South Carolina",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Orangeburg County, South Carolina (45075) for provider 424013 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,WILLIAM J MCCORD TREATMENT FACILITY,SC,ORANGEBURG,29118,910 COOK ROAD,spot_check_same_city_candidate_before_assignment,same_city_census_confirms_candidate,Exact,"910 COOK RD, ORANGEBURG, SC, 29118",0.97,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status,False
444033,2024,assign_county,47157,"Shelby County, Tennessee",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Shelby County, Tennessee (47157) for provider 444033 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,COMPASS INTERVENTION CENTER,TN,MEMPHIS,38125,7890 LOWRANCE,spot_check_same_city_candidate_before_assignment,same_city_census_context_only,Non_Exact,"7890 LOWRANCE RD, MEMPHIS, TN, 38125",0.88,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
443303,2024,assign_county,47093,"Knox County, Tennessee",0.84,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Knox County, Tennessee (47093) for provider 443303 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,EAST TENNESSEE CHILDRENS HOSPITAL,TN,KNOXVILLE,37901,2018 CLINCH AVENUE,spot_check_same_city_candidate_before_assignment,same_city_census_context_only,Non_Exact,"2018 CLINCH AVE, KNOXVILLE, TN, 37916",0.8,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97; matched_address_missing_provider_zip5,False
443302,2024,assign_county,47157,"Shelby County, Tennessee",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Shelby County, Tennessee (47157) for provider 443302 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ST JUDE CHILDRENS RESEARCH HOSPITAL,TN,MEMPHIS,38105,262 DANNY THOMAS PLACE,spot_check_same_city_candidate_before_assignment,same_city_census_context_only,Non_Exact,"262 N DANNY THOMAS BLVD, MEMPHIS, TN, 38105",0.88,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
444023,2023,assign_county,47113,"Madison County, Tennessee",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Madison County, Tennessee (47113) for provider 444023 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,WOODRIDGE OF WEST TENNESSEE LLC,TN,JACKSON,38305,49 OLD HICKORY BOULEVARD,spot_check_same_city_candidate_before_assignment,same_city_census_confirms_candidate,Exact,"49 OLD HICKORY BLVD, JACKSON, TN, 38305",0.97,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status,False
453311,2023,assign_county,48167,"Galveston County, Texas",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Galveston County, Texas (48167) for provider 453311 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,SHRINERS HOSPITAL FOR CHILDREN,TX,GALVESTON,77550,815 MARKET STREET,spot_check_same_city_candidate_before_assignment,same_city_census_confirms_candidate,Exact,"815 MARKET ST, GALVESTON, TX, 77550",0.97,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status,False
453314,2023,assign_county,48113,"Dallas County, Texas",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Dallas County, Texas (48113) for provider 453314 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,TEXAS SCOTTISH RITE HOSPITAL FOR CHI,TX,DALLAS,75219,2222 WELBORN STREET,spot_check_same_city_candidate_before_assignment,same_city_census_confirms_candidate,Exact,"2222 WELBORN ST, DALLAS, TX, 75219",0.97,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status,False
503302,2023,assign_county,53063,"Spokane County, Washington",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Spokane County, Washington (53063) for provider 503302 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,SHRINERS HOSPITALS FOR CHILDREN,WA,SPOKANE,99204,911 W FIFTH AVENUE,spot_check_same_city_candidate_before_assignment,same_city_census_confirms_candidate,Exact,"911 W 5TH AVE, SPOKANE, WA, 99204",0.97,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status,False
290057,2023,assign_county,32003,"Clark County, Nevada",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Clark County, Nevada (32003) for provider 290057 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HENDERSON HOSPITAL,NV,HENDERSON,89011,1050 WEST GALLERIA DRIVE,spot_check_same_city_candidate_before_assignment,same_city_census_context_only,Non_Exact,"1050 GALLERIA DR, HENDERSON, NV, 89011",0.88,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
400016,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 400016 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,AUXILIO MUTUO HOSPITAL,PR,SAN JUAN,00919,PONCE DE LEON,spot_check_same_city_candidate_before_assignment,unresolved_after_census_batch,,,,,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; provider_street_missing_number; matched_address_missing_number,False
400044,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 400044 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,SAN LUCAS PONCE,PR,PONCE,00733,917 AVE TITO CASTRO,spot_check_same_city_candidate_before_assignment,unresolved_after_census_batch,,,,,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
100206,2023,assign_county,12057,"Hillsborough County, Florida",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Hillsborough County, Florida (12057) for provider 100206 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,MEMORIAL HOSPITAL OF TAMPA,FL,TAMPA,33609,2901 SWANN AVENUE,spot_check_same_city_candidate_before_assignment,same_city_census_context_only,Non_Exact,"2901 W SWANN AVE, TAMPA, FL, 33609",0.88,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
400061,2024,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 400061 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,UNIVERSITY DISCTRICT HOSPITAL,PR,SAN JUAN,00922,BO. MONACILLO,spot_check_same_city_candidate_before_assignment,unresolved_after_census_batch,,,,,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; provider_street_missing_number; matched_address_missing_number,False
400001,2024,assign_county,72127,San Juan Muno,0.84,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to San Juan Muno (72127) for provider 400001 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ASHFORD PRESBYTERIAN COMMUNITY CORP,PR,SAN JUAN,00902,1451 ASHFORD AVE.,spot_check_same_city_candidate_before_assignment,same_city_census_context_only,Non_Exact,"1451 AVE ASHFORD, SAN JUAN, PR, 00907",0.8,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97; matched_address_missing_provider_zip5,False
